/home/farah/PycharmProjects/Change-History-Data-to-Enhance-Class-Change-Proneness-Prediction-Models/venv/bin/python /home/farah/PycharmProjects/Change-History-Data-to-Enhance-Class-Change-Proneness-Prediction-Models/scripts/statistical scripts/normality.py 
(111917, 198)
commons-io, ACDF, 0.500, 0.000, NotGaussian
commons-io, FANIN, 0.500, 0.000, NotGaussian
commons-io, FANOUT, 0.500, 0.000, NotGaussian
commons-io, LazyClass, 0.500, 0.000, NotGaussian
commons-io, DataClass, 0.500, 0.000, NotGaussian
commons-io, ComplexClass, 0.500, 0.000, NotGaussian
commons-io, SpaghettiCode, 0.500, 0.000, NotGaussian
commons-io, SpeculativeGenerality, 0.500, 0.000, NotGaussian
commons-io, GodClass, 0.500, 0.000, NotGaussian
commons-io, RefusedBequest, 0.500, 0.000, NotGaussian
commons-io, ClassDataShouldBePrivate, 0.500, 0.000, NotGaussian
commons-io, BrainClass, 0.500, 0.000, NotGaussian
commons-io, TotalClass, 0.500, 0.000, NotGaussian
commons-io, LongParameterList, 0.500, 0.000, NotGaussian
commons-io, LongMethod, 0.500, 0.000, NotGaussian
commons-io, FeatureEnvy, 0.500, 0.000, NotGaussian
commons-io, DispersedCoupling, 0.500, 0.000, NotGaussian
commons-io, MessageChain, 0.500, 0.000, NotGaussian
commons-io, IntensiveCoupling, 0.500, 0.000, NotGaussian
commons-io, ShotgunSurgery, 0.500, 0.000, NotGaussian
commons-io, BrainMethod, 0.500, 0.000, NotGaussian
commons-io, TotalMethod, 0.500, 0.000, NotGaussian
commons-io, TotalClassMethod, 0.500, 0.000, NotGaussian
commons-io, DiversityTotal, 0.500, 0.000, NotGaussian
commons-io, DiversityMethod, 0.500, 0.000, NotGaussian
commons-io, DiversityClass, 0.500, 0.000, NotGaussian
commons-io, TOTAL_CHANGES, 0.500, 0.000, NotGaussian
commons-io, will_change, 0.500, 0.000, NotGaussian
commons-io, release, 0.987, 0.000, NotGaussian
junit4, cbo, 0.771, 0.000, NotGaussian
junit4, wmc, 0.814, 0.000, NotGaussian
junit4, dit, 0.841, 0.000, NotGaussian
junit4, rfc, 0.656, 0.000, NotGaussian
junit4, lcom, 0.500, 0.000, NotGaussian
junit4, tcc, 0.500, 0.000, NotGaussian
junit4, lcc, 0.500, 0.000, NotGaussian
junit4, totalMethodsQty, 0.814, 0.000, NotGaussian
junit4, staticMethodsQty, 0.500, 0.000, NotGaussian
junit4, publicMethodsQty, 0.759, 0.000, NotGaussian
junit4, privateMethodsQty, 0.500, 0.000, NotGaussian
junit4, protectedMethodsQty, 0.500, 0.000, NotGaussian
junit4, defaultMethodsQty, 0.500, 0.000, NotGaussian
junit4, abstractMethodsQty, 0.814, 0.000, NotGaussian
junit4, finalMethodsQty, 0.500, 0.000, NotGaussian
junit4, synchronizedMethodsQty, 0.500, 0.000, NotGaussian
junit4, totalFieldsQty, 0.500, 0.000, NotGaussian
junit4, staticFieldsQty, 0.500, 0.000, NotGaussian
junit4, publicFieldsQty, 0.500, 0.000, NotGaussian
junit4, privateFieldsQty, 0.500, 0.000, NotGaussian
junit4, protectedFieldsQty, 0.500, 0.000, NotGaussian
junit4, defaultFieldsQty, 0.500, 0.000, NotGaussian
junit4, visibleFieldsQty, 0.500, 0.000, NotGaussian
junit4, finalFieldsQty, 0.500, 0.000, NotGaussian
junit4, nosi, 0.500, 0.000, NotGaussian
junit4, loc, 0.988, 0.000, NotGaussian
junit4, returnQty, 0.500, 0.000, NotGaussian
junit4, loopQty, 0.500, 0.000, NotGaussian
junit4, comparisonsQty, 0.500, 0.000, NotGaussian
junit4, tryCatchQty, 0.500, 0.000, NotGaussian
junit4, parenthesizedExpsQty, 0.500, 0.000, NotGaussian
junit4, stringLiteralsQty, 0.500, 0.000, NotGaussian
junit4, numbersQty, 0.500, 0.000, NotGaussian
junit4, assignmentsQty, 0.569, 0.000, NotGaussian
junit4, mathOperationsQty, 0.500, 0.000, NotGaussian
junit4, variablesQty, 0.564, 0.000, NotGaussian
junit4, maxNestedBlocksQty, 0.500, 0.000, NotGaussian
junit4, anonymousClassesQty, 0.500, 0.000, NotGaussian
junit4, innerClassesQty, 0.500, 0.000, NotGaussian
junit4, lambdasQty, 0.500, 0.000, NotGaussian
junit4, uniqueWordsQty, 0.998, 0.000, NotGaussian
junit4, modifiers, 0.819, 0.000, NotGaussian
junit4, logStatementsQty, 0.500, 0.000, NotGaussian
junit4, AvgCyclomatic, 0.737, 0.000, NotGaussian
junit4, AvgCyclomaticModified, 0.737, 0.000, NotGaussian
junit4, AvgCyclomaticStrict, 0.737, 0.000, NotGaussian
junit4, AvgLine, 0.873, 0.000, NotGaussian
junit4, AvgLineBlank, 0.500, 0.000, NotGaussian
junit4, AvgLineCode, 0.873, 0.000, NotGaussian
junit4, AvgLineComment, 0.500, 0.000, NotGaussian
junit4, Cyclomatic, 0.500, 0.000, NotGaussian
junit4, CyclomaticModified, 0.500, 0.000, NotGaussian
junit4, CyclomaticStrict, 0.500, 0.000, NotGaussian
junit4, Essential, 0.500, 0.000, NotGaussian
junit4, MaxCyclomatic, 0.737, 0.000, NotGaussian
junit4, MaxCyclomaticModified, 0.737, 0.000, NotGaussian
junit4, MaxCyclomaticStrict, 0.737, 0.000, NotGaussian
junit4, MaxEssential, 0.737, 0.000, NotGaussian
junit4, MaxInheritanceTree, 0.774, 0.000, NotGaussian
junit4, MaxNesting, 0.500, 0.000, NotGaussian
junit4, PercentLackOfCohesion, 0.500, 0.000, NotGaussian
junit4, RatioCommentToCode, 0.500, 0.000, NotGaussian
junit4, SumCyclomatic, 0.769, 0.000, NotGaussian
junit4, SumCyclomaticModified, 0.769, 0.000, NotGaussian
junit4, SumCyclomaticStrict, 0.769, 0.000, NotGaussian
junit4, SumEssential, 0.748, 0.000, NotGaussian
junit4, BOC, 0.977, 0.000, NotGaussian
junit4, TACH, 0.500, 0.000, NotGaussian
junit4, FCH, 0.500, 0.000, NotGaussian
junit4, LCH, 0.977, 0.000, NotGaussian
junit4, CHO, 0.758, 0.000, NotGaussian
junit4, FRCH, 0.869, 0.000, NotGaussian
junit4, CHD, 0.500, 0.000, NotGaussian
junit4, WCD, 0.500, 0.000, NotGaussian
junit4, WFR, 0.976, 0.000, NotGaussian
junit4, ATAF, 0.500, 0.000, NotGaussian
junit4, LCA, 0.906, 0.000, NotGaussian
junit4, LCD, 0.500, 0.000, NotGaussian
junit4, CSB, 0.930, 0.000, NotGaussian
junit4, CSBS, 0.500, 0.000, NotGaussian
junit4, ACDF, 0.500, 0.000, NotGaussian
junit4, FANIN, 0.500, 0.000, NotGaussian
junit4, FANOUT, 0.500, 0.000, NotGaussian
junit4, LazyClass, 0.500, 0.000, NotGaussian
junit4, DataClass, 0.500, 0.000, NotGaussian
junit4, ComplexClass, 0.500, 0.000, NotGaussian
junit4, SpaghettiCode, 0.500, 0.000, NotGaussian
junit4, SpeculativeGenerality, 0.500, 0.000, NotGaussian
junit4, GodClass, 0.500, 0.000, NotGaussian
junit4, RefusedBequest, 0.500, 0.000, NotGaussian
junit4, ClassDataShouldBePrivate, 0.500, 0.000, NotGaussian
junit4, BrainClass, 0.500, 0.000, NotGaussian
junit4, TotalClass, 0.500, 0.000, NotGaussian
junit4, LongParameterList, 0.500, 0.000, NotGaussian
junit4, LongMethod, 0.500, 0.000, NotGaussian
junit4, FeatureEnvy, 0.500, 0.000, NotGaussian
junit4, DispersedCoupling, 0.500, 0.000, NotGaussian
junit4, MessageChain, 0.500, 0.000, NotGaussian
junit4, IntensiveCoupling, 0.500, 0.000, NotGaussian
junit4, ShotgunSurgery, 0.500, 0.000, NotGaussian
