Dataset;Algoritm;Approach;window;model;resample;F1-Score(micro);F1-Score(macro);F1-Score;Accuracy;Sensitivity;Specificity;ROC
junit4;DT;Our;3;EvSm;ADA;0.9670991659;0.8427570523;0.9680710949;0.9670991659;0.75;0.9789833822;0.8644916911
junit4;RandomForest;Our;3;AF;ADA;0.9791473587;0.8868660462;0.9784371382;0.9791473587;0.7321428571;0.9926686217;0.8624057394
junit4;MLP;Our;3;Ev;ADA;0.972;0.859;0.972;0.972;0.732;0.985;0.859
junit4;DT;Our;3;EvSm;SMOTE;0.968489342;0.8438528166;0.968877215;0.968489342;0.7232142857;0.9819159335;0.8525651096
junit4;RandomForest;Our;3;Ev;ROS;0.977;0.873;0.976;0.977;0.696;0.992;0.844
junit4;MLP;Our;3;EvSm;SMOTE;0.9610750695;0.8146957802;0.9622961689;0.9610750695;0.6964285714;0.9755620723;0.8359953219
junit4;DT;Our;3;Ev;SMOTE;0.968;0.837;0.968;0.968;0.688;0.983;0.835
junit4;LogistRegression;Our;3;EvSm;SMOTE;0.8846153846;0.6736932811;0.9088076028;0.8846153846;0.7767857143;0.8905180841;0.8336518992
junit4;DT;Our;3;StEv;NONE;0.9708063021;0.8458073187;0.9702273053;0.9708063021;0.6785714286;0.9868035191;0.8326874738
junit4;MLP;Our;3;EvSm;ROS;0.9624652456;0.8177355362;0.9632931327;0.9624652456;0.6875;0.9775171065;0.8325085533
junit4;LogistRegression;Our;3;EvSm;ADA;0.8707136237;0.6572760573;0.8996649319;0.8707136237;0.7857142857;0.8753665689;0.8305404273
junit4;LogistRegression;Our;3;StEv;ADA;0.8702502317;0.6567130261;0.8993575359;0.8702502317;0.7857142857;0.8748778104;0.830296048
junit4;DT;Our;3;Ev;ADA;0.965;0.826;0.965;0.965;0.679;0.981;0.830
junit4;LogistRegression;Our;3;AF;ROS;0.874884152;0.6610802435;0.902326894;0.874884152;0.7767857143;0.8802541544;0.8285199344
junit4;DT;Our;3;AF;NONE;0.9703429101;0.8426662171;0.969686137;0.9703429101;0.6696428571;0.9868035191;0.8282231881
junit4;DT;Our;3;AF;ROS;0.9666357739;0.8290444817;0.9664936341;0.9666357739;0.6696428571;0.9828934506;0.8262681539
junit4;LogistRegression;Our;3;EvSm;NONE;0.8702502317;0.6553793086;0.8992527624;0.8702502317;0.7767857143;0.8753665689;0.8260761416
junit4;LogistRegression;Our;3;AF;SMOTE;0.8772011121;0.6626380505;0.9037565637;0.8772011121;0.7678571429;0.8831867058;0.8255219243
junit4;LogistRegression;Our;3;EvSm;ROS;0.8827618165;0.6684514061;0.9073426647;0.8827618165;0.7589285714;0.889540567;0.8242345692
junit4;LogistRegression;Our;3;AF;NONE;0.8665430955;0.6509479104;0.8967976085;0.8665430955;0.7767857143;0.8714565005;0.8241211074
junit4;LogistRegression;Our;3;AF;ADA;0.8739573679;0.6585697268;0.9016033896;0.8739573679;0.7678571429;0.8797653959;0.8238112694
junit4;LogistRegression;Our;3;StEv;SMOTE;0.8767377201;0.6606757779;0.9033376805;0.8767377201;0.7589285714;0.8831867058;0.8210576386
junit4;LogistRegression;Our;3;Ev;ADA;0.864;0.647;0.895;0.864;0.768;0.870;0.819
junit4;LogistRegression;Our;3;StEv;ROS;0.874884152;0.6569690633;0.9019968433;0.874884152;0.75;0.8817204301;0.8158602151
junit4;LogistRegression;Our;3;Ev;SMOTE;0.885;0.667;0.909;0.885;0.732;0.893;0.813
junit4;DT;Our;3;StEv;ROS;0.9633920297;0.8132193321;0.963314421;0.9633920297;0.6428571429;0.9809384164;0.8118977796
junit4;MLP;Our;3;EvSm;ADA;0.9624652456;0.81010022;0.9625440687;0.9624652456;0.6428571429;0.9799608993;0.8114090211
junit4;LogistRegression;Our;3;StEv;NONE;0.8651529194;0.6452829166;0.8955646031;0.8651529194;0.75;0.8714565005;0.8107282502
junit4;LogistRegression;Our;3;Ev;ROS;0.878;0.658;0.904;0.878;0.732;0.886;0.809
junit4;LogistRegression;Our;3;Ev;NONE;0.866;0.645;0.896;0.866;0.741;0.873;0.807
junit4;RandomForest;Our;3;AF;ROS;0.9749768304;0.8528279583;0.9729886494;0.9749768304;0.6160714286;0.9946236559;0.8053475422
junit4;RandomForest;Our;3;StEv;ROS;0.9745134384;0.8493542757;0.9724136659;0.9745134384;0.6071428571;0.9946236559;0.8008832565
junit4;MLP;Our;3;StEv;SMOTE;0.9573679333;0.788742046;0.9578927026;0.9573679333;0.6160714286;0.9760508309;0.7960611297
junit4;MLP;Our;3;StEv;ADA;0.9615384615;0.7986313398;0.9609509552;0.9615384615;0.5982142857;0.981427175;0.7898207303
junit4;DT;Our;3;EvSm;NONE;0.9675625579;0.818225138;0.9658828937;0.9675625579;0.5892857143;0.9882697947;0.7887777545
junit4;DT;Our;3;Ev;ROS;0.969;0.820;0.967;0.969;0.563;0.992;0.777
junit4;RandomForest;Our;3;Ev;NONE;0.973;0.832;0.970;0.973;0.554;0.996;0.775
junit4;MLP;Our;3;AF;ADA;0.9606116775;0.7882249713;0.959460662;0.9606116775;0.5625;0.9824046921;0.772452346
junit4;MLP;Our;3;AF;SMOTE;0.9573679333;0.7777658379;0.9568124629;0.9573679333;0.5625;0.9789833822;0.7707416911
junit4;RandomForest;Our;3;EvSm;NONE;0.9731232623;0.8318772835;0.969981289;0.9731232623;0.5446428571;0.9965786901;0.7706107736
junit4;DT;Our;3;Ev;NONE;0.963;0.794;0.961;0.963;0.545;0.986;0.765
junit4;DT;Our;3;EvSm;ROS;0.96802595;0.8091007342;0.9652009715;0.96802595;0.5357142857;0.9916911046;0.7637026952
junit4;MLP;Our;3;StEv;ROS;0.9578313253;0.7752955298;0.9567989892;0.9578313253;0.5446428571;0.9804496579;0.7625462575
junit4;MLP;Our;3;AF;ROS;0.9573679333;0.7697492636;0.9560195445;0.9573679333;0.5267857143;0.9809384164;0.7538620654
junit4;MLP;Our;3;AF;NONE;0.9624652456;0.7533870865;0.956888425;0.9624652456;0.4017857143;0.9931573803;0.6974715473
junit4;RandomForest;Our;3;AF;NONE;0.9652455978;0.7580554746;0.9587093045;0.9652455978;0.3839285714;0.9970674487;0.6904980101
junit4;MLP;Our;3;Ev;NONE;0.963;0.751;0.957;0.963;0.384;0.995;0.690
junit4;RandomForest;Our;3;StEv;NONE;0.9661723818;0.7587397755;0.9592268623;0.9661723818;0.375;0.9985337243;0.6867668622
junit4;MLP;Our;3;EvSm;NONE;0.9606116775;0.7382723377;0.9544635308;0.9606116775;0.375;0.9926686217;0.6838343109
junit4;MLP;Our;3;StEv;NONE;0.9624652456;0.7417817558;0.9557175299;0.9624652456;0.3660714286;0.9951124145;0.6805919215
junit4;LogistRegression;Our;3;StSm;NONE;0.750695088;0.5258824029;0.8184717253;0.750695088;0.5982142857;0.7590420332;0.6786281595
junit4;LogistRegression;Our;3;StSm;ROS;0.7585727525;0.5299554044;0.8237400897;0.7585727525;0.5892857143;0.7678396872;0.6785627007
junit4;LogistRegression;Our;3;St;ROS;0.768;0.534;0.830;0.768;0.571;0.779;0.675
junit4;LogistRegression;Our;3;StSm;ADA;0.7386468953;0.5169270337;0.8102281365;0.7386468953;0.5892857143;0.7468230694;0.6680543918
junit4;MLP;Our;3;StSm;ROS;0.87442076;0.5964777066;0.8966127514;0.87442076;0.4285714286;0.8988269795;0.663699204
junit4;LogistRegression;Our;3;StSm;SMOTE;0.7622798888;0.5276112076;0.8259999186;0.7622798888;0.5535714286;0.7737047898;0.6636381092
junit4;LogistRegression;Our;3;St;NONE;0.765;0.528;0.828;0.765;0.545;0.777;0.661
junit4;LogistRegression;Our;3;St;SMOTE;0.777;0.533;0.835;0.777;0.527;0.790;0.659
junit4;DT;Our;3;StSm;SMOTE;0.859592215;0.5778175937;0.8869225952;0.859592215;0.4107142857;0.8841642229;0.6474392543
junit4;LogistRegression;Our;3;St;ADA;0.762;0.522;0.825;0.762;0.518;0.775;0.647
junit4;MLP;Our;3;St;SMOTE;0.883;0.593;0.901;0.883;0.375;0.911;0.643
junit4;MLP;Our;3;St;ROS;0.868;0.576;0.891;0.868;0.366;0.895;0.631
junit4;DT;Our;3;StSm;NONE;0.9323447637;0.6346020922;0.9302049293;0.9323447637;0.2857142857;0.9677419355;0.6267281106
junit4;MLP;Our;3;StSm;SMOTE;0.8920296571;0.5914615568;0.9055073191;0.8920296571;0.3303571429;0.9227761486;0.6265666457
junit4;MLP;Our;3;St;ADA;0.886;0.582;0.901;0.886;0.321;0.916;0.619
junit4;DT;Our;3;StSm;ADA;0.859128823;0.5613821138;0.8852528312;0.859128823;0.3392857143;0.8875855327;0.6134356235
junit4;MLP;Our;3;StSm;ADA;0.9017608897;0.5869140449;0.9101166977;0.9017608897;0.2767857143;0.9359726295;0.6063791719
junit4;DT;Our;3;St;NONE;0.930;0.614;0.927;0.930;0.241;0.968;0.605
junit4;DT;Our;3;St;SMOTE;0.865;0.560;0.888;0.865;0.313;0.895;0.604
junit4;DT;Our;3;St;ADA;0.837;0.544;0.872;0.837;0.339;0.865;0.602
junit4;RandomForest;Our;3;StSm;ADA;0.9365152919;0.6170998662;0.9305191627;0.9365152919;0.2232142857;0.9755620723;0.599388179
junit4;DT;Our;3;St;ROS;0.923;0.599;0.922;0.923;0.232;0.961;0.597
junit4;RandomForest;Our;3;St;ADA;0.937;0.614;0.930;0.937;0.214;0.977;0.595
junit4;DT;Our;3;StSm;ROS;0.9198331789;0.5874739639;0.9193184253;0.9198331789;0.2142857143;0.958455523;0.5863706186
junit4;RandomForest;Our;3;St;SMOTE;0.938;0.604;0.930;0.938;0.188;0.979;0.583
junit4;RandomForest;Our;3;StSm;SMOTE;0.9346617238;0.5934476608;0.9272402748;0.9346617238;0.1785714286;0.9760508309;0.5773111297
junit4;RandomForest;Our;3;StSm;ROS;0.9402224282;0.588763537;0.9294760661;0.9402224282;0.1517857143;0.9833822092;0.5675839617
junit4;MLP;Our;3;StSm;NONE;0.9411492122;0.5853534918;0.9295800667;0.9411492122;0.1428571429;0.9848484848;0.5638528139
junit4;RandomForest;Our;3;St;ROS;0.937;0.574;0.926;0.937;0.134;0.981;0.557
junit4;MLP;Our;3;St;NONE;0.946;0.577;0.931;0.946;0.116;0.991;0.554
junit4;RandomForest;Our;3;StSm;NONE;0.9471733086;0.5267252524;0.9265023127;0.9471733086;0.04464285714;0.9965786901;0.5206107736
junit4;RandomForest;Our;3;St;NONE;0.947;0.527;0.927;0.947;0.045;0.997;0.521
pdfbox;RandomForest;Our;3;Ev;ADA;0.882;0.775;0.895;0.882;0.852;0.886;0.869
pdfbox;RandomForest;Our;3;Ev;SMOTE;0.894;0.789;0.904;0.894;0.835;0.901;0.868
pdfbox;RandomForest;Our;3;EvSm;ADA;0.9213037173;0.8245877648;0.9252308144;0.9213037173;0.7864338482;0.9385980021;0.8625159251
pdfbox;MLP;Our;3;Ev;ADA;0.863;0.752;0.880;0.863;0.854;0.864;0.859
pdfbox;RandomForest;Our;3;EvSm;SMOTE;0.9245095794;0.8283368397;0.9276185697;0.9245095794;0.7743451981;0.9437650706;0.8590551344
pdfbox;MLP;Our;3;Ev;SMOTE;0.846;0.735;0.867;0.846;0.875;0.842;0.859
pdfbox;MLP;Our;3;Ev;ROS;0.862;0.751;0.880;0.862;0.852;0.864;0.858
pdfbox;MLP;Our;3;EvSm;ADA;0.8891687657;0.7792329556;0.8996093976;0.8891687657;0.8072531901;0.8996727523;0.8534629712
pdfbox;RandomForest;Our;3;Ev;ROS;0.903;0.796;0.910;0.903;0.786;0.918;0.852
pdfbox;RandomForest;Our;3;StEv;SMOTE;0.9385543088;0.8480887063;0.9386706345;0.9385543088;0.7340496978;0.9647778161;0.8494137569
pdfbox;MLP;Our;3;StEv;ROS;0.9080986184;0.8012903877;0.9138588124;0.9080986184;0.7696440564;0.9258525663;0.8477483114
pdfbox;RandomForest;Our;3;StEv;ADA;0.9370277078;0.8448564238;0.9372558997;0.9370277078;0.7313633311;0.9633999311;0.8473816311
pdfbox;RandomForest;Our;3;AF;ADA;0.9400809099;0.8498466205;0.9397877106;0.9400809099;0.725319006;0.9676197038;0.8464693549
pdfbox;RandomForest;Our;3;EvSm;ROS;0.9228303183;0.821825129;0.9254824213;0.9228303183;0.7474815312;0.9453151912;0.8463983612
pdfbox;RandomForest;Our;3;AF;SMOTE;0.9389359591;0.8473846048;0.938719419;0.9389359591;0.723304231;0.96658629;0.8449452605
pdfbox;MLP;Our;3;AF;ROS;0.891000687;0.7775021921;0.9002921102;0.891000687;0.7777031565;0.9055287633;0.8416159599
pdfbox;MLP;Our;3;AF;ADA;0.8876421647;0.7732633523;0.8976971748;0.8876421647;0.7803895232;0.9013951085;0.8408923158
pdfbox;DT;Our;3;AF;ADA;0.911915121;0.8040073188;0.9163775154;0.911915121;0.7474815312;0.9330003445;0.8402409379
pdfbox;DT;Our;3;StEv;ADA;0.9219906877;0.8179991048;0.9243009117;0.9219906877;0.7306917394;0.9465208405;0.83860629
pdfbox;MLP;Our;3;StEv;NONE;0.9255782001;0.8217891638;0.9268758226;0.9255782001;0.7145735393;0.952635205;0.8336043721
pdfbox;MLP;Our;3;StEv;SMOTE;0.9182505152;0.8097338442;0.9207621705;0.9182505152;0.717259906;0.944023424;0.830641665
pdfbox;DT;Our;3;AF;SMOTE;0.883596672;0.7642217817;0.893854051;0.883596672;0.7568838146;0.8998449879;0.8283644013
pdfbox;MLP;Our;3;EvSm;ROS;0.8989390123;0.7825368685;0.9054725911;0.8989390123;0.7360644728;0.9198243197;0.8279443962
pdfbox;MLP;Our;3;AF;SMOTE;0.889550416;0.7700688678;0.8981408407;0.889550416;0.7421087979;0.9084567689;0.8252827834
pdfbox;RandomForest;Our;3;StEv;ROS;0.9368750477;0.8365500338;0.9354968494;0.9368750477;0.6749496306;0.9704615915;0.822705611
pdfbox;RandomForest;Our;3;AF;ROS;0.9368750477;0.8364487249;0.9354761617;0.9368750477;0.674278039;0.9705477093;0.8224128741
pdfbox;DT;Our;3;StEv;SMOTE;0.9005419434;0.7819343862;0.9062010288;0.9005419434;0.717259906;0.9240440923;0.8206519991
pdfbox;DT;Our;3;EvSm;ADA;0.9041294558;0.7856020238;0.9087775904;0.9041294558;0.7065144392;0.9294695143;0.8179919768
pdfbox;MLP;Our;3;EvSm;SMOTE;0.9048164262;0.7863240961;0.909273856;0.9048164262;0.7044996642;0.930502928;0.8175012961
pdfbox;MLP;Our;3;StEv;ADA;0.9237462789;0.8115887679;0.9239127176;0.9237462789;0.6695768972;0.9563382708;0.812957584
pdfbox;DT;Our;3;Ev;ADA;0.870;0.743;0.883;0.870;0.737;0.887;0.812
pdfbox;DT;Our;3;Ev;SMOTE;0.881;0.755;0.891;0.881;0.722;0.902;0.812
pdfbox;DT;Our;3;EvSm;SMOTE;0.9023738646;0.7801671942;0.9068152413;0.9023738646;0.6897246474;0.9296417499;0.8096831987
pdfbox;DT;Our;3;AF;ROS;0.9246622395;0.811208426;0.9242935928;0.9246622395;0.6574882471;0.958921805;0.8082050261
pdfbox;RandomForest;Our;3;Ev;NONE;0.912;0.791;0.914;0.912;0.665;0.944;0.804
pdfbox;DT;Our;3;StEv;ROS;0.9221433478;0.8055302951;0.9218904659;0.9221433478;0.6501007388;0.9570272132;0.803563976
pdfbox;DT;Our;3;AF;NONE;0.9230593084;0.805282888;0.922296403;0.9230593084;0.639355272;0.9594385119;0.7993968919
pdfbox;DT;Our;3;StEv;NONE;0.9234409587;0.8057231459;0.9225752168;0.9234409587;0.6380120887;0.9600413365;0.7990267126
pdfbox;RandomForest;Our;3;EvSm;NONE;0.9275627815;0.8120884416;0.9259099355;0.9275627815;0.6319677636;0.9654667585;0.7987172611
pdfbox;MLP;Our;3;St;ROS;0.800;0.674;0.831;0.800;0.781;0.803;0.792
pdfbox;MLP;Our;3;StSm;ROS;0.7807800931;0.6588142406;0.8164371597;0.7807800931;0.8045668234;0.7777299346;0.791148379
pdfbox;MLP;Our;3;StSm;SMOTE;0.7787191817;0.6552637577;0.8146692752;0.7787191817;0.7931497649;0.7768687565;0.7850092607
pdfbox;DT;Our;3;EvSm;ROS;0.9058850469;0.7742538538;0.9074508318;0.9058850469;0.6259234385;0.941784361;0.7838538998
pdfbox;MLP;Our;3;AF;NONE;0.9348141363;0.8157834197;0.9302025579;0.9348141363;0.5762256548;0.9807957286;0.7785106917
pdfbox;MLP;Our;3;StSm;ADA;0.7225402641;0.6145699542;0.7721966411;0.7225402641;0.8502350571;0.7061660351;0.7782005461
pdfbox;MLP;Our;3;EvSm;NONE;0.9326005648;0.8112924849;0.9282004907;0.9326005648;0.5755540631;0.9783844299;0.7769692465
pdfbox;MLP;Our;3;St;ADA;0.762;0.640;0.802;0.762;0.791;0.759;0.775
pdfbox;DT;Our;3;Ev;ROS;0.886;0.746;0.892;0.886;0.629;0.919;0.774
pdfbox;MLP;Our;3;St;SMOTE;0.774;0.647;0.811;0.774;0.769;0.775;0.772
pdfbox;RandomForest;Our;3;StEv;NONE;0.9377910083;0.8180473008;0.9321012669;0.9377910083;0.5567494963;0.9866517396;0.7717006179
pdfbox;DT;Our;3;Ev;NONE;0.892;0.750;0.895;0.892;0.608;0.928;0.768
pdfbox;DT;Our;3;EvSm;NONE;0.9006182734;0.7596692486;0.9018826422;0.9006182734;0.5930154466;0.9400620048;0.7665387257
pdfbox;RandomForest;Our;3;AF;NONE;0.9364170674;0.8117060441;0.9301125053;0.9364170674;0.5392881128;0.9873406821;0.7633143974
pdfbox;MLP;Our;3;Ev;NONE;0.930;0.799;0.925;0.930;0.535;0.981;0.758
pdfbox;LogistRegression;Our;3;AF;ROS;0.7698648958;0.6347614788;0.8064045373;0.7698648958;0.7112155809;0.7773854633;0.7443005221
pdfbox;LogistRegression;Our;3;StEv;SMOTE;0.7667353637;0.6323335472;0.8040984239;0.7667353637;0.7132303559;0.7735962797;0.7434133178
pdfbox;LogistRegression;Our;3;StEv;NONE;0.7662010534;0.631866109;0.8036973753;0.7662010534;0.7132303559;0.772993455;0.7431119055
pdfbox;LogistRegression;Our;3;AF;NONE;0.7669643539;0.6322126482;0.8042292329;0.7669643539;0.7112155809;0.7741129866;0.7426642837
pdfbox;LogistRegression;Our;3;AF;SMOTE;0.7697885658;0.6338302237;0.8062348707;0.7697885658;0.7058428475;0.777988288;0.7419155678
pdfbox;LogistRegression;Our;3;StEv;ROS;0.770170216;0.633732189;0.8064638232;0.770170216;0.7031564809;0.7787633483;0.7409599146
pdfbox;LogistRegression;Our;3;StEv;ADA;0.7529959545;0.6222785238;0.7939734182;0.7529959545;0.7246474144;0.7566310713;0.7406392428
pdfbox;LogistRegression;Our;3;AF;ADA;0.7519273338;0.6213716882;0.7931661507;0.7519273338;0.7246474144;0.755425422;0.7400364182
pdfbox;RandomForest;Our;3;St;ADA;0.878;0.715;0.882;0.878;0.536;0.922;0.729
pdfbox;RandomForest;Our;3;StSm;ADA;0.877566598;0.7132732806;0.8809793663;0.877566598;0.5305574211;0.9220633827;0.7263104019
pdfbox;RandomForest;Our;3;St;SMOTE;0.876;0.710;0.879;0.876;0.529;0.920;0.724
pdfbox;LogistRegression;Our;3;EvSm;ADA;0.7449049691;0.6104403401;0.787286571;0.7449049691;0.6924110141;0.7516362384;0.7220236262
pdfbox;LogistRegression;Our;3;EvSm;SMOTE;0.7663537135;0.6238357206;0.8027431663;0.7663537135;0.6635325722;0.7795384085;0.7215354904
pdfbox;RandomForest;Our;3;StSm;SMOTE;0.877642928;0.7102302016;0.8804168886;0.877642928;0.5171255876;0.9238718567;0.7204987222
pdfbox;LogistRegression;Our;3;Ev;ADA;0.799;0.644;0.825;0.799;0.612;0.823;0.717
pdfbox;LogistRegression;Our;3;EvSm;NONE;0.7592550187;0.6166217481;0.7973095967;0.7592550187;0.6568166555;0.7723906304;0.7146036429
pdfbox;LogistRegression;Our;3;EvSm;ROS;0.765666743;0.6206011697;0.8018749382;0.765666743;0.6480859637;0.7807440579;0.7144150108
pdfbox;LogistRegression;Our;3;Ev;SMOTE;0.803;0.645;0.828;0.803;0.598;0.829;0.714
pdfbox;LogistRegression;Our;3;Ev;ROS;0.804;0.645;0.829;0.804;0.591;0.831;0.711
pdfbox;LogistRegression;Our;3;Ev;NONE;0.793;0.636;0.821;0.793;0.597;0.818;0.708
pdfbox;MLP;Our;3;StSm;NONE;0.9145103427;0.7429466021;0.9052132326;0.9145103427;0.4291470786;0.9767481915;0.7029476351
pdfbox;DT;Our;3;StSm;ROS;0.8729867949;0.6907483176;0.8741827519;0.8729867949;0.4633982539;0.9255080951;0.6944531745
pdfbox;DT;Our;3;St;SMOTE;0.816;0.645;0.835;0.816;0.537;0.851;0.694
pdfbox;DT;Our;3;St;ROS;0.871;0.689;0.873;0.871;0.465;0.923;0.694
pdfbox;RandomForest;Our;3;St;ROS;0.873;0.688;0.873;0.873;0.455;0.926;0.690
pdfbox;DT;Our;3;StSm;SMOTE;0.8039080986;0.6347292081;0.8268106245;0.8039080986;0.5426460712;0.8374095763;0.6900278237
pdfbox;RandomForest;Our;3;StSm;ROS;0.8720708343;0.6860060413;0.8727719213;0.8720708343;0.4499664204;0.9261970375;0.688081729
pdfbox;DT;Our;3;StSm;ADA;0.7732234181;0.614272089;0.8055995925;0.7732234181;0.5775688381;0.7983120909;0.6879404645
pdfbox;LogistRegression;Our;3;St;SMOTE;0.713;0.579;0.762;0.713;0.653;0.721;0.687
pdfbox;LogistRegression;Our;3;StSm;ROS;0.713380658;0.5787707429;0.7627642847;0.713380658;0.6514439221;0.7213227695;0.6863833458
pdfbox;LogistRegression;Our;3;StSm;SMOTE;0.7136096481;0.5787330994;0.7629170064;0.7136096481;0.6501007388;0.7217533586;0.6859270487
pdfbox;LogistRegression;Our;3;St;ROS;0.710;0.576;0.760;0.710;0.653;0.717;0.685
pdfbox;LogistRegression;Our;3;StSm;ADA;0.6879627509;0.5641313349;0.743645215;0.6879627509;0.6816655473;0.6887702377;0.6852178925
pdfbox;LogistRegression;Our;3;St;ADA;0.691;0.566;0.746;0.691;0.676;0.693;0.685
pdfbox;LogistRegression;Our;3;St;NONE;0.710;0.575;0.760;0.710;0.644;0.719;0.681
pdfbox;LogistRegression;Our;3;StSm;NONE;0.7097931456;0.5743073971;0.7598739283;0.7097931456;0.6406984553;0.7186531175;0.6796757864
pdfbox;DT;Our;3;StSm;NONE;0.8655064499;0.6747597665;0.8672175235;0.8655064499;0.438549362;0.9202549087;0.6794021354
pdfbox;DT;Our;3;St;NONE;0.861;0.667;0.863;0.861;0.429;0.916;0.673
pdfbox;MLP;Our;3;St;NONE;0.918;0.726;0.903;0.918;0.355;0.990;0.673
pdfbox;DT;Our;3;St;ADA;0.729;0.568;0.772;0.729;0.521;0.756;0.639
pdfbox;RandomForest;Our;3;StSm;NONE;0.8862682238;0.6509408125;0.8723984108;0.8862682238;0.2867696441;0.9631415777;0.6249556109
pdfbox;RandomForest;Our;3;St;NONE;0.885;0.650;0.872;0.885;0.288;0.962;0.625
wro4j;RandomForest;Our;3;Ev;ADA;0.933;0.865;0.938;0.933;0.920;0.935;0.927
wro4j;RandomForest;Our;3;Ev;SMOTE;0.934;0.866;0.939;0.934;0.914;0.937;0.926
wro4j;RandomForest;Our;3;EvSm;ADA;0.9356580427;0.8681154495;0.9396923378;0.9356580427;0.9106145251;0.9390992835;0.9248569043
wro4j;RandomForest;Our;3;EvSm;SMOTE;0.9354330709;0.8661484672;0.9391811123;0.9354330709;0.8938547486;0.9411463664;0.9175005575
wro4j;MLP;Our;3;Ev;ROS;0.902;0.815;0.911;0.902;0.894;0.904;0.899
wro4j;MLP;Our;3;Ev;SMOTE;0.903;0.815;0.912;0.903;0.877;0.907;0.892
wro4j;MLP;Our;3;Ev;ADA;0.906;0.818;0.914;0.906;0.872;0.911;0.891
wro4j;RandomForest;Our;3;StEv;ADA;0.9347581552;0.8556065499;0.9366822295;0.9347581552;0.8044692737;0.9526612078;0.8785652408
wro4j;MLP;Our;3;EvSm;ROS;0.8908886389;0.7954766696;0.9014166395;0.8908886389;0.8603351955;0.895087001;0.8777110983
wro4j;RandomForest;Our;3;Ev;ROS;0.938;0.859;0.939;0.938;0.790;0.958;0.874
wro4j;MLP;Our;3;EvSm;SMOTE;0.9122609674;0.8203944391;0.9178093705;0.9122609674;0.8156424581;0.9255373593;0.8705899087
wro4j;MLP;Our;3;EvSm;ADA;0.898087739;0.8013358037;0.9064778972;0.898087739;0.8286778399;0.9076253838;0.8681516118
wro4j;RandomForest;Our;3;StEv;SMOTE;0.9349831271;0.852946412;0.9362433297;0.9349831271;0.7783985102;0.9564994882;0.8674489992
wro4j;RandomForest;Our;3;EvSm;ROS;0.938807649;0.8586846347;0.9393821792;0.938807649;0.7690875233;0.9621289662;0.8656082448
wro4j;RandomForest;Our;3;AF;ADA;0.9329583802;0.8491685774;0.9344252708;0.9329583802;0.7765363128;0.9544524053;0.8654943591
wro4j;DT;Our;3;StEv;ADA;0.9235095613;0.8341209651;0.9264681786;0.9235095613;0.7839851024;0.9426816786;0.8633333905
wro4j;RandomForest;Our;3;AF;SMOTE;0.9336332958;0.8482754176;0.9345805788;0.9336332958;0.7597765363;0.9575230297;0.858649783
wro4j;DT;Our;3;StEv;SMOTE;0.9205849269;0.8283926623;0.92378251;0.9205849269;0.7765363128;0.9403787103;0.8584575116
wro4j;DT;Our;3;AF;SMOTE;0.9230596175;0.830712602;0.9255349564;0.9230596175;0.7635009311;0.9449846469;0.854242789
wro4j;DT;Our;3;Ev;ADA;0.923;0.828;0.925;0.923;0.749;0.947;0.848
wro4j;DT;Our;3;EvSm;ADA;0.9151856018;0.8172459398;0.9187070955;0.9151856018;0.7579143389;0.9367963153;0.8473553271
wro4j;DT;Our;3;AF;ADA;0.9176602925;0.8204057058;0.9206335296;0.9176602925;0.7523277467;0.9403787103;0.8463532285
wro4j;DT;Our;3;EvSm;SMOTE;0.9138357705;0.8094415389;0.9164059629;0.9138357705;0.7188081937;0.9406345957;0.8297213947
wro4j;DT;Our;3;Ev;SMOTE;0.919;0.815;0.920;0.919;0.702;0.949;0.825
wro4j;RandomForest;Our;3;StEv;ROS;0.9356580427;0.8408179344;0.9339995156;0.9356580427;0.677839851;0.9710849539;0.8244624025
wro4j;RandomForest;Our;3;AF;ROS;0.9338582677;0.8352313819;0.9319080996;0.9338582677;0.6629422719;0.9710849539;0.8170136129
wro4j;DT;Our;3;EvSm;ROS;0.92215973;0.8140910155;0.9215857445;0.92215973;0.6610800745;0.9580348004;0.8095574374
